bare,translations_en
первородство,primogeniture
первосортность,best quality
первоцвет,primrose
перга,bee-bread
переаттестация,re-attestation
перебаллотировка,second ballot
перебежчица,deserter
перебивка,re-upholstering
перевалка,trans-shipment
перевоз,transportation
перегласовка,mutation
перегонка,distillation
перегревание,superheating
передвижник,Peredvizhnik
передержка,over-exposure
передразнивание,mimicry
переедание,overeating
пережог,overburning
перезаклад,repawning
перезаключение,renewal
переизбрание,re-election
переимчивость,imitativeness
перекал,overheating
перекати-поле,tumble-weed
переклейка,re-sticking
перековка,reshoeing
перекройка,cutting out again
перекупщица,second-hand dealer
переливка,recasting
перелицовка,turning
перелог,fallow
переложение,arrangement
перематывание,rewinding
переменчивость,changeability
перемол,re-grind
перенаселение,overpopulation
перенесение,transference
переноска,carrying from place to place
переносчик,carrier
переносчица,carrier
переоборудование,re-equipment
переосвидетельствование,re-examination
перепашка,ploughing up again
перепев,rehash
перепелятник,quail-shooter
перепечатка,reprint
переписчик,copyist
переписчица,copyist
переписывание,copying
перепланировка,re-planning
переплата,surplus payment
перепляс,Russian folk-dance
переполнение,overcrowding
перепроизводство,overproduction
перепутье,cross-roads
перерастание,outgrowing
перерасход,over-expenditure
перерегистрация,re-registration
перерисовка,copying
пересмешник,mocker
пересол,too much salt
пересортировка,re-assorting
пересортица,re-grading
перестарок,person over age
перестраховка,reinsurance
перестраховщик,overcautious person
перестроение,re-formation
перетасовка,shuffle
перечеканка,recoinage
перечница,pepper-box
перешивка,altering
переэкзаменовка,second examination
перигей,perigee
перигелий,perihelion
перикардий,pericardium
перикардит,pericarditis
периодика,periodicals
перипатетик,peripatetic
периселений,perilune
перистальтика,peristalsis
перистиль,peristyle
перицентр,pericentre
пёрка,bit
перкаль,cambric muslin
перкуссия,percussion
перлинь,hawser
перлюстрация,opening and inspection of correspondence
перманент,permanent wave
перманентность,permanence
перпендикуляр,perpendicular
персиянка,Persian
пертурбация,perturbation
перуанец,Peruvian
перуанка,Peruvian
перфект,perfect
перхлорат,perchlorate
перхота,tickling in the throat
перцепция,perception
перцовка,pepper-brandy
перчаточник,glover
перчаточница,glover
перчинка,peppercorn
першерон,percheron
песенник,song-book
песнопевец,singer
пест,pestle
пестрядина,coarse motley cotton fabric
пестун,mentor
пестунья,mentor
петит,brevier
петрограф,petrographer
петунья,petunia
печатка,signet
печатник,printer
печение,baking
пианола,pianola
пиастр,piastre
пивовар,brewer
пивоварение,brewing
пиемия,pyaemia
пиетизм,pietism
пикадор,picador
пикетчик,picketer
пикирование,dive
пикировка,pricking out
пикировщик,dive-bomber
пикша,haddock
пиллерс,deck stanchion
пиломатериалы,saw-timber
пилон,pylon
пилорама,power-saw bench
пилотирование,piloting
пильщик,sawyer
пилястра,pilaster
пинакотека,picture gallery
пиния,stone-pine
пинта,pint
пинчер,Pinscher
пипетка,pipette
пиридин,pyrites
пирогравюра,pyrogravure
пирожник,pastry-cook
пироксилин,pyroxylin
пирометр,pyrometer
пирометрия,pyrometry
пироскоп,pyroscope
пиротехника,pyrotechnics
пиррихий,pyrrhic
пискотня,squeaking
пискунья,squeaker
писсуар,urinal
письмовник,manual of letter-writing
письмоносец,postman
питатель,feeder
питательность,nutritiousness
питекантроп,pithecanthropus
пищеблок,public catering organization
пищевик,worker in the food industry
пищик,pipe for luring birds
плавбаза,floating fish-factory
плавильня,foundry
плавильщик,founder
плавкость,fusibility
плавление,melting
плавность,smoothness
плавучесть,buoyancy
плагиатор,plagiarist
плазмодий,plasmodium
плакальщик,weeper
плакальщица,weeper
плакатист,poster artist
плакировка,plating
плакса,cry-baby
плаксивость,tearfulness
плакун-трава,willow-herb
пламегаситель,flash extinguisher
пламенность,ardour
планеризм,gliding
планетарий,planetarium
планиметр,planimeter
планиметрия,planimetry
планктон,plankton
плановик,planner
плановость,planned character
планомерность,regularity
плантатор,planter
планшайба,faceplate
пластун,private in Cossack infantry
плаун,lycopodium
плацкарта,reserved seat ticket
плашка,plate
плашкоут,lighter
плебисцит,plebiscite
плебс,mob
плева,membrane
плевательница,spittoon
плезиозавр,plesiosaurus
плейстоцен,pleistocene
пленительность,fascination
плеоназм,pleonasm
плетение,braiding
плешивость,baldness
плинтус,plinth
плиоцен,pliocene
плис,velveteen
плиссировка,pleating
плитняк,flagstone
плица,bailer
плодовитость,fruitfulness
плодоводство,fruit-growing
плодолистик,carpel
плодоножка,pedicle
плодоношение,fruiting
плодородность,fertility
плодосушилка,fruit kiln
плодотворность,fruitfulness
пломбир,ice-cream
пломбировка,stopping
плоскодонка,flat boat
плотва,roach
плотовод,rafter
плотовщик,rafter
плунжер,plunger
плутишка,little rogue
плутовка,cheat
плутовство,trickery
плутократ,plutocrat
плутократия,plutocracy
плывун,shifting sand
плювиометр,pluviometer
плюмаж,plume
плюсна,metatarsus
плюш,plush
плюшка,bun
плясунья,dancer
пневматика,pneumatics
пневмококк,pneumococcus
побежка,pace
побелка,whitewashing
поборница,advocate
побратимство,sworn brotherhood
побывальщина,narration
поветрие,epidemic
повилика,convolvulus
повойник,povoinik
поворотливость,nimbleness
повторяемость,repetition
погань,filth
поглотитель,absorber
поглощаемость,absorbability
погорелец,one who has lost all his possessions in fire
погребец,provisions hamper
погребок,wineshop
погрузчик,loader
погудка,tune
подавальщик,waiter
подавальщица,waitress
подагрик,sufferer from gout
податель,bearer
подательница,bearer
податливость,pliability
подборщик,pick-up attachment
подвид,subspecies
подвижничество,asceticism
подводчик,carter
подвоз,transport
подвой,stock
подвязка,garter
подговор,instigation
подголовник,head-rest
подголосок,second part
подгонка,adjustment
подгузник,diaper
подданство,citizenship
подделыватель,falsifier
поддонник,saucer
поджарка,grilled beef dish
поджигательница,incendiary
подзаголовок,subtitle
подземка,tube
подзеркальник,pier-glass table
подзол,podzol
подзор,cornice
подкласс,subclass
подклейка,glueing
подклеть,ground floor
подковырка,catch
подкомиссия,subcommittee
подкомитет,subcommittee
подкорм,additional forage
подкормка,additional fertilizing
подкос,strut
подкраска,tincturing
подливка,sauce
подлиза,lickspittle
подложность,falseness
подмазка,greasing
подметальщик,sweeper
подмыв,under-mining
подмышник,dress-preserver
подначка,egging on
поднесение,presentation
подноска,bringing up
подносчик,carrier
подобранность,neatness
подогревание,heating
подогреватель,heater
подойник,milk pail
подоснова,real
подотдел,section
подотчётность,accountability
подпасок,herdsboy
подпилок,file
подписчица,subscriber
подпор,head
подпора,prop
подпочва,subsoil
подпятник,step-bearing
подражатель,imitator
подражательница,imitator
подражательство,imitation
подраздел,subsection
подрамник,stretcher
подранок,wounded game
подрясник,cassock
подсвет,illumination
подсвинок,gilt
подсед,undergrowth
подседельник,girth
подсека,slash-burn clearing
подсекция,subsection
подсемейство,subfamily
подсиживание,intriguing
подсказчик,prompter
подсказчица,prompter
подсолнечник,sunflower
подсочка,tapping
подстава,relay
подстановка,substitution
подстраховка,securing
подстрекатель,instigator
подстрекательница,instigator
подстрекательство,instigation
подстрочник,word for word translation
подтасовка,garbling
подтекстовка,composition of words
подхалимство,toadying
подчистка,rubbing out
подчитчик,copy-holder
поздравитель,bearer of congratulations
поздравительница,bearer of congratulations
позёр,poseur
позитив,positive
позитивизм,positivism
позитивист,positivist
позитивность,positivity
позитрон,positron
познаваемость,cognoscibility
позорище,shameful event
позумент,galloon
поильник,feeding-cup
пойнтер,pointer
покатость,slope
покладистость,complaisance
поковка,forging
покража,theft
покровительница,patroness
покупательница,buyer
покупщик,buyer
покупщица,buyer
полба,spelt
полдник,snack
полевица,spear grass
полёвка,field-vole
полевод,field-crop grower
полеводство,field-crop cultivation
полемист,argumentative person
полесье,wooded district
ползун,slide-block
ползунки,romper suit
полиандрия,polyandry
полиартрит,polyarthritis
полива,glaze
поливка,watering
полигамия,polygamy
полиглот,polyglot
полимеризация,polymerization
полиневрит,polyneuritis
полинезиец,Polynesian
полином,polynomial
полировщик,polisher
полисемантизм,polysemy
полисемия,polysemy
полиспаст,polyspast
политеизм,polytheism
политехнизация,introduction of polytechnic education
политехнизм,system of polytechnic education
политехникум,polytechnic school
политикан,intriguer
политиканство,intrigue
политкаторжанин,pre-revolutionary political convict
политура,polish
политэмигрант,political emigre
полихлорвинил,polyvinyl chloride
полишинель,Punch
полиэдр,polyhedron
поллюция,spermatorrhea
полновесность,full weight
полновластие,sovereignty
полноводье,high water
полногласие,pleophony
полнокровие,plethora
полноправие,full rights
полноценность,full value
поло,polo
полова,chaff
половинчатость,half-way policy
половцы,Polovtsian
пологость,slope
полольщик,weeder
полольщица,weeder
полонез,polonaise
полонизм,Polonism
полосатик,rorqual
полоскательница,slop-basin
полпредство,plenipotentiary representation
полуавтомат,semi-automatic device
полубог,demigod
полуда,tinning
полузащита,half-backs
полузащитник,half-back
полуколония,semi-colonial territory
полукровка,half-blooded
полукустарник,subshrub
полумаска,half mask
полумгла,half-light
полумера,half measure
полуночник,night-owl
полуночница,night-owl
полуоборот,half-turn
полуокружность,semi-circumference
полупоклон,slight bow
полуприседание,half squatting
полупроводник,semi-conductor
полупустыня,semi-desert
полураспад,half-decay
полурота,half-company
полусвет,twilight
полустишие,hemistich
полуторатонка,thirty-hundred-weight lorry
получательница,recipient
полушалок,kerchief
полушерсть,wool mixture
полушка,a quarter-copeck
полуэскадрон,half-squadron
поляризатор,polarizer
поляризация,polarization
поляриметр,polarimeter
полярность,polarity
помадка,pomadka
помазание,anointing
помазанник,anointed sovereign
помарка,blot
поместительность,spaciousness
помещица,land-owning lady
поминовение,prayer
помология,pomology
помор,coast-dweller
поморка,coast-dweller
поморье,seaboard
помпезность,pomposity
помпон,pompon
понизовье,lower reaches
поножовщина,knife-fight
поноска,object carried by a dog between its teeth
поношение,abuse
понтон,pontoon
понуждение,compulsion
понятливость,comprehension
понятность,clearness
поперечина,cross-beam
поплин,poplin
попович,son of priest
поповна,daughter of priest
поправление,correction
попрошайничество,begging
попрыгун,fidget
попрыгунья,fidget
популяризатор,popularizer
популяризация,popularization
попутчица,fellow-traveler
поработитель,enslaver
порабощение,enslavement
пораженец,defeatist
пораженчество,defeatism
порей,leek
пористость,porosity
породистость,race
породность,race
поролон,porolon
поросятина,sucking-pig
пороховница,powder-flask
пороша,newly-fallen snow
порошинка,grain of powder
портативность,portability
портач,bungler
портер,portico
портовик,docker
портплед,hold-all
портретист,portrait-painter
португалец,Portuguese
португалка,Portuguese
портулак,purslane
портшез,sedan
порубщик,wood-stealer
поругание,profanation
поручитель,guarantee
поручительница,guarantee
поручительство,guarantee
порцион,ration
порывистость,impetuosity
посадник,posadnik
посещаемость,attendance
последовательница,follower
последыш,the last-born child
послелог,postposition
послушница,novice
пособница,accomplice
посрамление,disgrace
постепенность,gradualness
постирушка,a little bit of washing
пострел,little rogue
постриг,taking of monastic vows
постромка,trace
постскриптум,postscript
потаскуха,strumpet
потаскушка,strumpet
потатчик,indulger
потатчица,indulger
поташ,potash
потворство,indulgence
потворщик,panderer
потворщица,panderer
потемнение,darkening
потение,sweating
потенциометр,potentiometer
потник,sweat-cloth
потопление,sinking
потрава,damage
потребительница,consumer
потухание,extinction
поучительность,instructiveness
похабность,obscenity
похабщина,obscenities
похвальба,bragging
похитительница,thief
похотливость,lust
почасовик,part-time lecturer
почвовед,soil scientist
почвоведение,soil science
почвоуглубитель,subsoil plough
починка,repairing
почитательница,admirer
почкование,budding
почтмейстер,postmaster
пошиб,manner
пошивка,sewing
прабабка,great-grandmother
правительница,ruler
правнучка,great-granddaughter
правовед,lawyer
правоведение,science of law
правоверность,orthodoxy
правомочие,competence
правонарушитель,wrongdoer
правописание,spelling
правосознание,feeling for law and order
правоспособность,capacity
прагматизм,pragmatism
практикум,practical work
практицизм,practicalness
практичность,practical
прапрадед,great-great-grandfather
прасол,cattle-dealer
праязык,parent language
превозношение,inordinate praise
прегрешение,sin
предательница,traitress
предварение,forewarning
предвестие,presage
предвестница,forerunner
предвзятость,preconception
предводительство,leadership
предвосхищение,anticipation
предикативность,predicativity
преднамеренность,premeditation
предначертание,outline
предопределение,predetermination
предосудительность,blameworthiness
предохранение,protection
предпарламент,Preparliament
предплужник,colter
предплюсна,tarsus
предпринимательница,owner
предрасположение,predisposition
предсказательница,foreteller
предуведомление,forewarning
предумышленность,premeditation
предупредительность,courtesy
предшественница,predecessor
предъявитель,bearer
преемство,succession
преждевременность,prematurity
презрительность,contempt
прекословие,contradiction
прекраснодушие,starry-eyed idealism
прелат,prelate
преломление,refraction
преломляемость,refraction
прелюбодей,adulterer
прелюбодеяние,adultery
прелюд,prelude
премирование,awarding prize
премьерша,lead
пренебрежительность,scorn
препаратор,laboratory assistant
преподношение,presentation
преподобие,Reverence
препровождение,forwarding
прерия,prairie
прерыватель,interrupter
прерывистость,brokenness
пресмыкательство,grovelling
пресмыкающееся,reptile
прессинг,pressing
прессовка,pressing
прессовщик,presser
пресс-папье,blotter
престолонаследие,succession to the throne
престолонаследник,successor to the throne
пресыщение,satiety
претворение,conversion
претендентка,pretender
претенциозность,pretentiousness
претор,praetor
преторианец,praetorian
преуменьшение,underestimation
преуспеяние,success
префикс,prefix
приблизительность,approximateness
приборостроение,instrument-making
прибыльность,profitability
приварка,welding
приварок,victuals
приват-доцент,privat-docent
привередливость,fastidiousness
привес,additional weight
привесок,makeweight
привилегированность,privileges
привитие,inculcation
приводка,registration
привой,scion
приволье,spaciousness
привратница,door-keeper
привычность,habitualness
привязчивость,affectionate nature
пригодность,fitness
пригон,bringing home
пригонка,fitting
приготовишка,pupil of preparatory form
придел,side-chapel
придира,caviller
придирчивость,captiousness
придурковатость,silliness
приемлемость,acceptability
приживальщик,dependant
прижигание,cauterization
призрение,care
приискание,finding
прикладка,levelling
прикорм,feeding up
прикосновенность,concern
прикраса,embellishment
прикрепление,fastening
прикус,bite
прикуска,crib-biting
прилежание,diligence
прилипала,bore
прилистник,stipule
прилунение,landing on the Moon
прима-балерина,prima ballerina
применимость,applicability
приметливость,power of observation
примечательность,notability
примиренец,conciliator
примиренчество,conciliatoriness
примиритель,reconciler
примитив,primitive
примитивизм,primitivism
примитивность,primitiveness
примула,primula
примыкание,contiguity
принижение,disparangement
приниженность,humility
приношение,offering
принципал,principal
принципат,principate
приостановка,stopping
припайка,soldering
припарка,poultice
приписывание,ascription
приплата,extra payment
приплод,litter
приподнятость,elation
припой,solder
приправка,making ready
припуск,allowance
приращение,increase
природовед,natural historian
природоведение,natural history
прислужничество,subservience
присоска,sucker
приспешница,myrmidon
приспособленец,time-server
приспособленность,fitness
приспособленчество,time-serving
приспособляемость,adaptability
приставание,bothering
пристальность,fixedness
пристойность,decency
пристрастность,partiality
пристрелка,adjustment
присуждение,awarding
присылка,sending
притвор,vestibule
притворщик,pretender
притворщица,pretender
притеснение,oppression
притеснитель,oppressor
приторность,lusciousness
притупление,blunting
приумножение,increase
прихвостень,hanger-on
прихлебатель,sponger
прихлебательство,sponging
прихожанка,parishioner
прихотливость,whimsicality
прицветник,bract
прицепка,hitching
прицепщик,trailer hand
прицепщица,trailer hand
причащение,receiving communion
причетник,juniour deacon
причинность,causality
причисление,reckoning
причт,the clergy of parish
причудливость,fancifulness
причудник,crank
причудница,crank
прищепка,clothes-peg
пробивка,holing
пробирщик,assayer
проблематичность,problematical character
пробойник,punch
пробочник,corkscrew
проверщик,checker
проверщица,checker
провес,short weight
провинциализм,provincialism
провинциалка,provincial
провинциальность,provinciality
проводимость,conductivity
провозоспособность,carrying capacity
прогиб,caving in
прогорклость,rankness
прогрев,warming up
прогрессивность,progressiveness
прогрессия,progression
прогульщик,shirker
прогульщица,shirker
продналог,tax in kind
продувание,insufflation
продувка,scavenging
продуктообмен,products-exchange
продушина,air-hole
прожилка,vein
прожитие,living
прожорливость,voracity
прозаизм,prosaism
прозаичность,prosaic nature
прозектор,prosector
прозелит,proselyte
прозодежда,working clothes
прозябание,vegetation
производственница,one engaged in production
произвольность,arbitrariness
произнесение,pronouncing
произрастание,growth
пройма,arm-hole
проказливость,prankishness
проказник,a bundle of mischief
проказница,a bundle of mischief
прокалка,tempering
прокатка,rolling
прокатчик,roller
проклейка,sizing
прокус,bite
пролаза,dodger
пролесок,glade
пролетарка,proletarian
пролонгация,prolongation
промер,measurement
промозглость,dankness
промысловик,miner
проникновенность,emotion
проныра,sly-boots
пропагандистка,propagandist
пропашка,intertillage
пропашник,cultivator
пропедевтика,propaedeutics
пропитка,impregnation
пропойца,drunkard
пропорциональность,proportionality
прорастание,germination
прорез,cut
прорезывание,cutting
прорицание,soothsaying
прорицательница,soothsayer
пророчица,prophetess
просачивание,percolation
просветительство,enlightenment
просвечивание,radiography
просвещенец,educationist
просвира,communion bread
просеивание,sifting
просительница,applicant
проскрипция,proscription
проскурняк,marsh mallow
прославление,glorification
просодия,prosody
просрочка,delay
простата,prostate
простоватость,simplicity
простосердечие,simple-heartedness
пространность,extensiveness
прострел,lumbago
простушка,simpleton
просцениум,proscenium
протезист,prosthetist
протеиды,proteids
протеин,protein
протекторат,protectorate
протекционизм,protectionism
протекционист,protectionist
протестантизм,Protestantism
противница,opponent
противозаконность,illegality
протирка,cleaning
протодьякон,archdeacon
протравка,picking
протравливание,picking
протуберанец,solar prominence
протяжность,slowness
проушина,lug
профорг,trade union organizer
проходка,driving
проходчик,driver
прочерк,dash
прошивка,insertion
прощелыга,knave
проявитель,developer
прояснение,clearing
пружинистость,elasticity
прусак,cockroach
пруссак,Prussian
прыткость,quickness
прюнель,prunella
прядение,spinning
прядильщик,spinner
прядильщица,spinner
прямизна,straightness
прямодушие,straightforwardness
пряха,spinner
псаломщик,reader
псалтырь,Psalter
псарня,kennel
псевдоклассицизм,pseudo-classicism
психастения,psychasthenia
психоневроз,psychoneurosis
психопатология,psychopathology
психотехника,vocational psychology
птенчик,nestling
птеродактиль,pterodactyl
птицевод,bird-fancier
птицеловство,fowling
птичник,poultry-yard
птичница,poultry-woman
публичность,publicity
пугливость,fearfulness
пудлингование,puddling
пудреница,powder-case
пузырник,senna
пуловер,pullover
пульверизация,pulverization
пульпа,pulp
пульсометр,pulsometer
пулярка,fatted fowl
пунктуальность,punctuality
пунктуация,punctuation
пуночка,snow bunting
пунсон,punch
пунш,punch
пуризм,purism
пурист,purist
пуританин,Puritan
пуританство,Puritanism
пурпур,purple
пустельга,kestrel
пустозвон,idle talker
пустозвонство,idle talk
пустомеля,twaddler
пустослов,idle talker
пустословие,idle talk
пустынник,hermit
пустынь,hermitage
путаник,fumbler
путеобходчик,trackman
путепровод,overpass
путеукладчик,tracklayer
путешественница,traveller
путница,traveller
пуф,pouffe
пуховик,feather bed
пуховка,puff
пучеглазие,exophthalmus
пушкарь,gunner
пушкиноведение,Pushkin studies
пчеловод,bee-keeper
пчеловодство,bee-keeping
пчельник,bee-garden
пыж,wad
пыжик,young reindeer
пылкость,ardency
пыльник,anther
пырей,couch-grass
пытливость,inquisitiveness
пэр,peer
пясть,metacarpus
пятиборье,pentathlon
пятигранник,pentahedron
пятидесятилетие,fiftieth anniversary
пятидневка,five-day week
пятиклассник,fifth-form boy
пятиклассница,fifth-form girl
пятилетие,fifth anniversary
пятисотлетие,five-hundredth anniversary
пятитонка,five-ton lorry
пятиугольник,pentagon
рабкор,worker correspondent
рабовладелица,slave-holder
рабовладение,slave-owning
раболепство,servility
работорговец,slave-trader
работорговля,slave-trade
равелин,ravelin
равнение,dressing
равноденствие,equinox
равномерность,evenness
равноценность,equivalence
радение,zeal
радий,radium
радикальность,radicalism
радиоактивность,radioactivity
радиоаппарат,radio set
радиоастрономия,radio-astronomy
радиобиолог,radio-biologist
радиобиология,radio-biology
радиовещание,broadcasting
радиовысотомер,radio altimeter
радиозонд,radiosonde
радиокомментатор,radio commentator
радиокомпас,radio compass
радиоконцерт,radio concert
радиолампа,radio valve
радиолог,radiologist
радиология,radiology
радиолокатор,radio-locator
радиолокация,radiolocation
радиолюбитель,radio-amateur
радиомачта,radio-mast
радиомаяк,radio beacon
радиометеорология,radio meteorology
радиометр,radiometer
радиометрист,radar operator
радиометрия,radiometry
радиомонтаж,radio
радионаведение,radio guidance
радиопеленгатор,radiogoniometer
радиопеленгация,radio direction-finding
радиопередатчик,transmitter
радиоперекличка,exchange of radio messages
радиоперехват,wireless interception
радиопостановка,radio show
радиосеть,radio network
радиотелеграф,wireless
радиотелескоп,radio-telescope
радиотерапия,radio-therapy
радиотехник,radio technician
радиотехника,radio engineering
радиотрансляция,broadcasting
радиоузел,radio relay centre
радиоуправление,radio control
радиоустановка,radio set
радиохимия,radio-chemistry
радиоцентр,broadcasting centre
радиоэлектроника,radio electronics
радон,radon
разбазаривание,squandering
разбивка,laying out
разболтанность,looseness
разборчивость,legibility
разброд,disorder
разбросанность,sparseness
разбухание,swelling
развес,weighing out
развеска,weighing out
разветвление,branching
развилина,for
развинченность,restiveness
развлекательность,amusement
разводка,saw set
развоз,conveyance
развозка,conveying
развратитель,debaucher
развратительница,seducer
развратница,debauchee
развратность,depravity
разговорчивость,talkativeness
разграбление,plunder
разгулье,merry-making
раздатчик,distributor
раздатчица,distributor
раздевальня,cloak-room
раздевание,undressing
раздражимость,irritability
раздробление,breaking up
раздувание,blowing
разжалование,degradation
разжива,gain
разжижение,dilution
разиня,scatter-brain
разительность,strikingness
разливание,pouring out
разлитие,overflow
разлучник,rival in love
разлучница,rival in love
размазня,gruel
размежевание,demarcation
размельчение,making small
размен,exchange
разметка,marking-out
размётчик,marker
разминирование,mine clearing
размол,grinding
размотка,unwinding
размыв,wash-out
размывание,washing out
размягчение,softening
разнобой,lack of co-ordination
разновес,set of weights
разноголосица,discordance
разномыслие,difference of opinion mind
разнообразность,variety
разноречивость,contradiction
разнородность,heterogeneity
разноска,delivery
разносол,pickle
разносторонность,versatility
разнотравье,motley grass
разночтение,alternative version
разнузданность,unruliness
разоблачитель,unmasker
разобщение,disconnection
разогревание,warming-up
разорительность,ruinousness
ракетоноситель,launch vehicle
ракетостроение,rocket production
ракита,broom
ракитник,broom
ракушечник,coquina
ралли,rally
рангоут,spars
ранет,rennet
рант,welt
рантье,rentier
рапа,brine
рапирист,fencer
рапс,rape
рапсодия,rhapsody
расквартирование,quartering
раскладка,apportionment
расклейка,sticking
расклейщик,bill-sticker
раскрашивание,painting
раскрепощение,emancipation
раскупоривание,uncorking
распаковка,unpacking
распашка,ploughing up
распил,saw cut
распилка,sawing
распиловка,sawing
расплывчатость,diffusion
распор,thrust
распорка,distance piece
распорядительница,manager
распорядительность,good management
распространительница,spreader
распускание,blooming
распутница,profligate
распутство,libertinism
распухание,swelling
распыление,dispersion
распылитель,sprayer
рассадка,planting out
рассадник,seed-plot
рассеивание,dispersion
рассольник,rassolnik
рассортировка,sorting out
рассредоточение,dispersal
расстегай,rasstegai
расстыковка,undocking
растворимость,solubility
растениевод,plant-grower
растениеводство,plant-growing
расторопность,quickness
расточение,dissipation
расточитель,squanderer
расточительница,squanderer
расточительность,extravagance
расточительство,squandering
растратчик,embezzler
растратчица,embezzler
растяжимость,tensility
растянутость,prolixity
расхищение,plunder
расхлябанность,looseness
расцепка,uncoupling
расчалка,brace
расчленение,dismemberment
расшатанность,shakiness
расширитель,dilator
расширяемость,expansibility
раут,rout
рахат-лукум,rahat lakoum
рахитик,rickety
рационализатор,rationalizer
рационалист,rationalist
рачительность,zeal
рашкуль,charcoal-pencil
рашпиль,rasp
рванина,rags
рвач,self-seeker
рвачество,selfseeking
реакционер,reactionary
реакционность,reactionary character
реборда,flange
ребячество,childishness
ревальвация,revaluation
реваншизм,revanchism
реваншист,revanchist
реввоенсовет,Revolutionary War Council
реверберация,reverberation
ревизионизм,revisionism
ревком,Revolutionary Committee
ревматик,rheumatic
ревматология,rheumatology
ревмокардит,rheumatic heart disease
ревнительница,adherent
револьверщик,capstan lathe operator
революционерка,revolutionary
революционность,revolutionary character
ревтрибунал,Revolutionary Tribunal
ревун,howler
ревю,revue
регата,regatta
регби,Rugby
регбист,Rugby-player
регенератор,regenerator
регент,regent
регентство,regency
регистраторша,registrar
регистратура,registry
регламентация,regulation
реглан,raglan
регулировщица,traffic-controller
регулярность,regularity
редис,garden radish
редколесье,sparse growth of trees
редуктор,reduction gear
редукция,reduction
редут,redoubt
резак,chopping-knife
резеда,mignonette
резекция,resection
резонатор,resonator
резорцин,resorcin
резус,rhesus
рейдер,raider
рейсфедер,drawing-pen
рейсшина,T-square
рейхсканцлер,Reichschancellor
реквизиция,requisition
рекламация,reclamation
реконверсия,reconversion
рекордист,champion
рекордистка,champion
рекордсменка,record-holder
ректорат,university administration
реликт,relic
релятивизм,relativity
ремесленничество,workmanship
ремиз,fine
ремилитаризация,remilitarization
реминисценция,reminiscence
ренегатка,renegade
ренегатство,desertion
ренклод,greengage
ренонс,revoke
рентгенизация,X-raying
рентгенограмма,X-ray photograph
рентгенолог,radiologist
рентгенология,rontgenology
рентгеноскопия,rontgenoscopy
рентгенотерапия,X-ray therapy
реостат,rheostat
репарация,reparation
репатриантка,repatriate
репатриация,repatriation
репер,bench-mark
репица,dock
реплантация,replantation
реполов,linnet
рептилия,reptile
рескрипт,rescript
респектабельность,respectability
респиратор,respirator
республиканка,republican
ресторатор,restaurateur
ретивость,zeal
ретина,retina
реторта,retort
ретрансляция,relaying
ретроград,reactionary
ретроградка,reactionary
ретуширование,retouching
ретушь,retouch
рефрактор,refractor
рефрен,refrain
рецидивизм,recidivism
рецидивистка,recidivist
речение,expression
речник,river transport worker
реэвакуация,re-evacuation
ржавость,rustiness
ржанка,plover
ригоризм,rigorism
ригорист,rigorist
ризница,sacristy
римлянка,Roman
рискованность,riskiness
рисовальщик,graphic artist
рисовальщица,graphic artist
рисовка,posing
рисовод,rice-grower
рисоводство,rice-growing
ристалище,stadium
ритмика,rhythmics
ритмичность,rhythm
ритор,rhetorician
роббер,rubber
рогожка,hopsack
рогоз,reed mace
рогоносец,cuckold
родий,rhodium
родимчик,convulsions
родительница,mother
родственность,likeness
роение,swarming
рожечник,horn-player
розарий,rosarium
розговенье,first meal after fast
роздых,pause
розмарин,rosemary
рокада,belt road
рокировка,castling
рол,roll
романизация,Romanization
романистика,Romance philology
романтичность,romanticism
ромбоид,rhomboid
ромштекс,rump steak
роскошество,extravagance
ростбиф,roast beef
ростовщичество,usury
ростра,rostrum
ростры,booms
росянка,sundew
ротапринт,rotaprint
ротатор,duplicator
ротация,rotary press
ротозейство,heedlessness
рохля,dawdle
роялизм,royalism
роялист,royalist
рубероид,ruberoid
рубидий,rubidium
рубище,rags
рубрикация,dividing according to subject headings
рубчик,rib
ругатель,swearer
рудимент,rudiment
ружейник,gunsmith
рукавчик,short sleeve
рукоделие,needlework
рукоплескание,applause
рулет,roll
румб,point
румпель,tiller
румынка,Romanian
руно,fleece
рупия,rupee
русак,hare
русизм,Russism
русист,specialist in Russian philology
рутений,ruthenium
рутил,rutile
ручательство,guarantee
ручник,bench hammer
рыбник,specialist in fish-breeding
рыбовод,fish-breeder
рыбоводство,fish-breeding
рыбозавод,fish-factory
рыбопромышленность,fishing industry
рыборазведение,fish-farming
рыботорговец,fishmonger
рыбоход,fish-pass
рыдван,large coach
рым,ring
рыхлость,friability
рыцарство,knights
рьяность,zeal
рюш,ruche
рябинник,thicket of rowan
рябиновка,rowan vodka
рядность,lane
ряженка,ryazhenka
саам,Lapp
саблист,fencer
сабур,aloes
садовница,gardener
сажалка,planter
сайга,saiga
сайка,roll
сак,bag
сакля,saklya
саксонец,Saxon
саксонка,Saxon
салака,sprat
салатник,salad-dish
салатница,salad-dish
салинг,cross-trees
салол,salol
салфеточка,doily
сальварсан,salvarsan
сальность,obsceneness
саман,adobe
самбук,elder
самоанализ,self-examination
самобичевание,self-flagellation
самовластие,autocracy
самовнушение,auto-suggestion
самоволие,licence
самовоспитание,self-education
самовосхваление,self-glorification
самогонщик,boot-legger
самогонщица,boot-legger
самодельщина,bungle
самодисциплина,self-discipline
самодурство,petty tyranny
